tweet,class,clean_tweet
"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4",2,lets play ghetto white girl neck tattoos front buy answered cigarillosyouve seen episode b4
@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...,2,jrealmo dont think believe communities ability function wout whitey choose hustled big govt
@mckinley719 oh you spelled give wrong psh thought I'd be a bitch,1,mckinley719 oh spelled give wrong psh thought id bitch
"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1,girlthatsvonte yall bitches wit edges talking 1285531285649995128514128514128514
RT @ChiefKeef: Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.,1,rt chiefkeef finna fly thot get back make bitches fly like peter pan shit
@FzRodl exception for Gilda Radner that bitch was funny,1,fzrodl exception gilda radner bitch funny
"@That1guyJeff Low blow, cuntface. How many times the Yanks beat us in the playoffs these last 8 or so years?",1,that1guyjeff low blow cuntface many times yanks beat us playoffs last 8 years
@TheErniie @DesignsWithSoul pull the trigger bitch,1,theerniie designswithsoul pull trigger bitch
&#8220;@CheyaGurr: @A_Mitchellll13 ur seriously a fag&#8221;don't hate,1,8220cheyagurr amitchellll13 ur seriously fag8221dont hate
RT @thotbucket: This kid is wearing HUF socks and a Don't Sweat My Swag sweatshirt. And I'm like leave some pussy for the rest of us dude,1,rt thotbucket kid wearing huf socks dont sweat swag sweatshirt im like leave pussy rest us dude
&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,0,8220kittyhello14 imyungjay 127850127850127850127850127850 bitch ass nigga fuck 1280791280791280791280791280791280771280771280771280771280778221 lt hoes aint got manners realtalk
"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",2,rt arianagrande oh torrence cant stand cheer leading squad love pom poms ill feed bon bons night
"Trey songz went in on that ""looking ass bitches"" reply to nicki &#128514;&#128514;&#128514;&#128514;",1,trey songz went looking ass bitches reply nicki 128514128514128514128514
RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,2,rt majornews911 nbc news projects charlie baker r wins massachusetts governor
"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",1,kinghendo95 vondreaam naw old tape new cover upcoming mixtape kingofthehill yeah im waiting hoe mayne
Don't subtweet me @ my name so I no it's real ugly bitch,1,dont subtweet name real ugly bitch
"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;",1,rt killallsimps classic style tweeting trolls dyke tweets lists etc crazy many niggas tweet like now8230
"RT @SimpsonsQOTD: &#8220;That's a very nice jig, Kearney. Now isn't dancing much more fun than bullying?"" http://t.co/dk7rcqM1FS",2,rt simpsonsqotd 8220thats nice jig kearney isnt dancing much fun bullying
Ima spread that pussy out like a acre,1,ima spread pussy like acre
&#8220;@bonnoxxx: @WebbMadeThis mane the skinny bitches was playin lol I had too take my weight class too another level&#8221; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,1,8220bonnoxxx webbmadethis mane skinny bitches playin lol take weight class another level8221 128557128557128557128557128557128557128557128557128557128557128557128557
"13% shy
65% bitch
22% homosexual",1,13 shy 65 bitch 22 homosexual
@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.,2,ktempsss lol one flavor think yellow idk yea bomb
"@Dedicated_03 idk , I gotta think about it cause them bitches small as shit",1,dedicated03 idk gotta think cause bitches small shit
"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",1,splurgb nothin life free bitches need write ya panties128557128514
Do y'all remember when Twitter took away @karrueches verified check after Chris Brown broke up with her lmao stupid bitch,1,yall remember twitter took away karrueches verified check chris brown broke lmao stupid bitch
I'm obviously not talking about CoD because that game is for queers.,0,im obviously talking cod game queers
RT @jfkirtley: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12,2,rt jfkirtley reds havent lost series yankee stadium since 1961 world series 76 08 12
"RT @scottvtracy: @AbuYazidMuawiya @amustafaanbari1 Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba&#8230;",2,rt scottvtracy abuyazidmuawiya amustafaanbari1 congratulations reinforcing stereotype insecure uneducated uncivilized ba8230
Taught me how to hate a bitch,1,taught hate bitch
This bitch at the gas station offered me head for $20 &#128514;&#128557;&#128128;,1,bitch gas station offered head 20 128514128557128128
"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",0,moneydriven see picture smoking man god disgraceful nig sir embarrassment
@LittlecBeadles bitch follow me,1,littlecbeadles bitch follow
RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,2,rt depresseddarth star wars meets charlie brown
RT @SickDrawings: 3D bird &amp; feather drawing http://t.co/tcPRVBGspt,2,rt sickdrawings 3d bird amp feather drawing
RT @kep0ne: I'm pretty sure @Krislisisms just called that dude a faggot,1,rt kep0ne im pretty sure krislisisms called dude faggot
"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",2,rt jakeeye3 4 hours almost 8 pages want slit wrists guess ill settle sleep
RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch,1,rt cheefpolo trippin rock gtgt trippin bitch
@es_jump i know imma broke ass bitch,1,esjump know imma broke ass bitch
"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS",1,hit tell im fucking cant say shit bitch head game point rns
"I'm a made man, y'all pussy niggas in the middle.",1,im made man yall pussy niggas middle
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",2,generate ascii boxes nodejs see ability bring flappybird node via ascii tubes bird
"RT @hiiighem143: ""@Ugh_Sickoe: &#8220;@TheUncurvable: If you ever had an abortion you got cemetery pussy&#8221; &#128128;"" omg lmao",1,rt hiiighem143 ughsickoe 8220theuncurvable ever abortion got cemetery pussy8221 128128 omg lmao
"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini",1,like lex fine hoes imma make husband lamborghini
Send that bitch a smiley face. Bitches love smiley faces :),1,send bitch smiley face bitches love smiley faces
"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" .",0,rt thatbajankidd neveraskablackperson hair hit bitch bought mine
RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,0,rt kissmyklassy exactly shit saidgtgtgt imyungjay nobody think mimi outta line inviting stevie j gay nicca v8230
Lol actually bitch please choke on my nuts.,1,lol actually bitch please choke nuts
"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",2,rt jewjitsugrl admiralackbar3 00jackie darknight420 allahthefairy 128073 tayyibn 128072 tiny jihadi
"@lundenm my dad wanted me to ""twat"" him. &#128563;",1,lundenm dad wanted twat 128563
RT @KrisAnnIn: &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,1,rt krisannin 8220so wake bitch upl8221 jack bauer 24lad
"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best",1,midywidey im rea start smacking bitches period bluffin best
RT @Cesar_Wtx: Pink nipples are cute but some be looking nasty than a bitch! &#128567;,1,rt cesarwtx pink nipples cute looking nasty bitch 128567
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",2,jamaica populated island hillbillies even linguistics kind sub accent olde english derivatives
All DESE yung niggaz pussy,1,dese yung niggaz pussy
"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!",1,like hoes aint gone satisfied bodies come missing hattiesburg let first tell
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!",2,birds dongs mate help im adult doesnt know animal sex works
"&#8220;@sammyk1429: ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" &#128540;&#8221;",1,8220sammyk1429 bitch bitch ms bitch 1285408221
"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",2,sorry sam went elonuniversity rt wulfpacksam83 wes durham woody durham son tar baby pack game
@Yankees and we all fell asleep @Frizzle18,2,yankees fell asleep frizzle18
School sucks more dick than the hoes who attend it.,1,school sucks dick hoes attend
"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",0,feverspell nyrkelsmads ill 1dgroupiegossip uk fag means cigarette faggot bundle sticks homo
RT if one of your followers sell pussy but hop on Twitter like they got all the morals and class,1,rt one followers sell pussy hop twitter like got morals class
I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck,1,tell bitch followback rts saying followback doesnt followback blocked like fuck
All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;,0,da lil bald headed bitches standn outside kevin gates tryna get 128514128514128514
Idk how I have friends I'm so blunt and sarcastic people probably think I'm a raging bitch.,1,idk friends im blunt sarcastic people probably think im raging bitch
&#8220;@_yeaimmaBOSS: &#8220;@100046729: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;&#8221;one day &#128553;&#128514;&#128514;,1,8220yeaimmaboss 8220100046729 wonder oomf like want fuck would wrong 1285338221 one brave bitch1285141285148221one day 128553128514128514
"That last tweet was just song lyrics. I don't really like bad bitches, I like pretty chicks. Bad bitches cheat too easily and too often",1,last tweet song lyrics dont really like bad bitches like pretty chicks bad bitches cheat easily often
Lol u mad motherfuckin hoe,1,lol u mad motherfuckin hoe
RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.,1,rt 6thgrader today seems like good day ever bang bitches go ice cream
@SSickStory Lester tried to eat your bird,2,ssickstory lester tried eat bird
"RT @TRU_Realigion_: Let a bitch try me try me, Ima swing her to the whole mf family &#128080;&#128514;",1,rt trurealigion let bitch try try ima swing whole mf family 128080128514
"RT @femaIes: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a ba&#8230;",1,rt femaies girl tweeted might ghetto u bring food outside movies u might stupid u pay 499 ba8230
@theejustinholt trash of the cowboys beat the redskins twice last year &#128517;,2,theejustinholt trash cowboys beat redskins twice last year 128517
Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit,1,yeah atampt needs get fucked fuckin water proof galaxy got cheerios slidin bitch shit
"She&#8217;s The key to world peace. RT @RepMyCityX: Hippo is such a pussy magnet
Gawd",1,she8217s key world peace rt repmycityx hippo pussy magnet gawd
This hoe got 10 seconds to get the hell up outta my face before i set that weave on fire..,1,hoe got 10 seconds get hell outta face set weave fire
@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.,0,theracistdoctor one less little nigger would grow big nigger
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,2,sweet jesus morningjoe going split screen rep james clyburn amp charlie daniels time morningjoe
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,2,dated girl lived mack road could get holy trinity sacramento ghettos daily basis
